Date,Fuel_Used_Liters,Coal_Mined_Tonnes,CO2_Emitted_kg,Trapped_Carbon_kg,Potential_CO2_from_Coal_kg
2000-03-19,31336.930055979476,57889.64636254585,83982.972550025,20261376.226891045,74359250.75269014
2000-03-20,30987.42952179423,62420.2071522031,83046.31111840854,21847072.503271084,80178756.08700489
2000-03-21,32203.99463244689,51656.3108357354,86306.70561495767,18079708.79250739,66352531.26850212
2000-03-22,31536.37261369894,58796.22790197736,84517.47860471316,20578679.765692074,75523754.74008991
2000-03-23,30252.500805007916,65732.79342953645,81076.70215742123,23006477.700337756,84433773.16023956
2000-03-24,25530.09646997496,59930.95524938976,68420.6585395329,20975834.337286416,76981312.01784115
2000-03-25,30541.294264067914,42605.531268826424,81850.66862770202,14911935.944089247,54726804.914807536
2000-03-26,30433.489858347963,55473.24535302333,81561.75282037254,19415635.873558167,71255383.65595847
2000-03-27,32534.720145941043,52454.90530038662,87193.049991122,18359216.855135318,67378325.85834661
2000-03-28,29606.88502415098,43906.26929850326,79346.45186472463,15367194.254476141,56397602.913927436
2000-03-29,31543.72524321889,53476.35568264144,84537.18365182664,18716724.488924503,68690378.87435293
2000-03-30,28902.722971765626,62369.51897187726,77459.29756433188,21829331.64015704,80113647.11937633
2000-03-31,31547.177229955218,43908.34397670565,84546.43497627998,15367920.391846975,56400267.8380784
2000-04-01,28068.786548252916,50484.28385308309,75224.34794931782,17669499.34857908,64847062.60928522
2000-04-02,28053.803270047112,47656.31430826127,75184.19276372627,16679710.007891444,61214535.7289616
2000-04-03,31423.353431886113,44510.81460387609,84214.58719745479,15578785.11135663,57174141.35867883
2000-04-04,28809.468362402913,42814.08135349444,77209.3752112398,14984928.473723052,54994687.4985636
2000-04-05,29663.337617986686,44497.22051068106,79497.74481620433,15574027.178738369,57156679.74596981
2000-04-06,27494.603115520047,49517.34878915868,73685.53634959373,17331072.076205537,63605034.519674316
2000-04-07,27959.647912532128,45865.673641708934,74931.8564055861,16052985.774598125,58914457.79277512
2000-04-08,30027.42818675362,44437.08791140776,80473.5075404997,15552980.768992715,57079439.422203265
2000-04-09,26571.675967289288,50442.2282763917,71212.0915923353,17654779.896737095,64793042.22102514
2000-04-10,31408.89936420923,48902.05224369261,84175.85029608074,17115718.285292413,62814686.10702316
2000-04-11,29783.831554914508,47601.250729131076,79820.66856717088,16660437.755195875,61143806.561568856
2000-04-12,31811.125945976568,37854.236443955284,85253.81753521721,13248982.75538435,48623766.71226057
2000-04-13,27510.258775131933,43061.98230289217,73727.49351735359,15071693.806012258,55313116.26806498
2000-04-14,33771.138467253004,43223.49900708072,90506.65109223805,15128224.65247825,55520584.474595174
2000-04-15,28227.253952331957,41818.43302735497,75649.04059224966,14636451.559574239,53715777.223637454
2000-04-16,32056.41568002815,40144.35646136045,85911.19402247545,14050524.761476155,51565425.87461749
2000-04-17,29100.365467410254,40418.40791300275,77988.97945265949,14146442.769550962,51917444.96425203
2000-04-18,30173.29885445886,35491.56256254841,80864.44092994975,12422046.896891942,45588912.111593425
2000-04-19,25967.996406784125,34440.90768995655,69594.23037018145,12054317.69148479,44239345.92774918
2000-04-20,29300.82558536526,31202.79137083293,78526.2125687789,10920976.979791524,40079985.51583489
2000-04-21,31083.56451100514,37230.03950904448,83303.95288949378,13030513.828165568,47821985.74936763
2000-04-22,29656.499627068726,34669.04658534728,79479.41900054419,12134166.304871548,44532390.33887858
2000-04-23,32874.56121338209,37751.13044690763,88103.82405186401,13212895.656417668,48491327.05905284
2000-04-24,32633.225691281805,37380.15763647508,87457.04485263524,13083055.172766278,48014812.48405224
2000-04-25,31149.73126551335,29520.203210304757,83481.27979157578,10332071.123606663,37918701.02363645
2000-04-26,28724.287755968795,37733.400456462485,76981.09118599638,13206690.15976187,48468552.88632606
2000-04-27,28311.7228086888,40771.290610351345,75875.41712728598,14269951.71362297,52370722.7889963
2000-04-28,33181.11237707854,35642.775639632804,88925.3811705705,12474971.47387148,45783145.30910833
2000-04-29,25725.173276435442,30702.866086333743,68943.46438084698,10746003.130216809,39437831.48789569
2000-04-30,23873.786130593362,34328.21955710983,63981.74682999022,12014876.844988437,44094598.02110756
2000-05-01,27316.949931740357,32189.402034875933,73209.42581706416,11266290.712206576,41347286.91379813
2000-05-02,29607.47065611342,27277.93485073141,79348.02135838396,9547277.197755992,35038507.315764494
2000-05-03,29844.956761950507,31012.1842756805,79984.48412202737,10854264.496488174,39835150.7021116
2000-05-04,31605.38835314748,28429.58130052785,84702.44078643525,9950353.455184748,36517797.18052802
2000-05-05,29195.46466529168,21250.814891252623,78243.84530298172,7437785.2119384175,27296671.727813993
2000-05-06,27494.714424068545,27684.013478723715,73685.8346565037,9689404.7175533,35560115.313420616
2000-05-07,25542.167581810507,19055.92921906984,68453.00911925216,6669575.226674443,24477341.081895206
2000-05-08,28614.985574926886,28394.327066532318,76688.16134080406,9938014.47328631,36472513.11696076
2000-05-09,30470.510975092042,27229.85379575341,81660.96941324668,9530448.828513693,34976747.20064525
2000-05-10,27760.26435901018,35847.0696132635,74397.50848214728,12546474.364642223,46045560.918236956
2000-05-11,27222.93201886967,33926.27223526409,72957.45781057072,11874195.282342432,43578296.68619672
2000-05-12,28356.903787021016,27127.62339951302,75996.50214921632,9494668.189829556,34845432.25667447
2000-05-13,26998.668858007753,25728.10196106659,72356.43253946079,9004835.686373305,33047746.968990028
2000-05-14,28978.255195456404,37506.42848645195,77661.72392382317,13127249.970258184,48177007.390847534
2000-05-15,26477.2321678298,27404.29839312277,70958.98220978386,9591504.43759297,35200821.2859662
2000-05-16,27039.776279223795,28461.155597419984,72466.60042831977,9961404.459096994,36558354.36488597
2000-05-17,26652.794203955138,24140.203706291326,71429.48846659978,8449071.297201963,31008091.660731204
2000-05-18,26077.09502648499,31462.7692283489,69886.61467097978,11011969.229922114,40413927.07381415
2000-05-19,26938.507031780427,38888.3041354264,72195.19884517154,13610906.44739924,49952026.66195521
2000-05-20,27479.309247226964,24624.306959170746,73644.54878256826,8618507.435709761,31629922.289054822
2000-05-21,28450.812989702405,23708.54903340119,76248.17881240245,8297992.161690415,30453631.23340382
2000-05-22,25646.86630341565,35995.180978427925,68733.60169315395,12598313.342449773,46235809.96679067
2000-05-23,22754.824219469825,28276.368167225024,60982.928908179136,9896728.858528757,36320994.91080054
2000-05-24,24511.050252234923,28319.661545636973,65689.6146759896,9911881.54097294,36376605.25537069
2000-05-25,23680.052864646605,27363.061916360122,63462.541677252906,9577071.670726042,35147853.03156457
2000-05-26,24666.722434356372,30178.676479692764,66106.81612407508,10562536.767892467,38764509.93816535
2000-05-27,25940.522228087277,32723.302385219373,69520.59957127391,11453155.83482678,42033081.913814284
2000-05-28,20649.29144900999,29910.101369360316,55340.10108334677,10468535.47927611,38419525.20894332
2000-05-29,22439.68261599541,40182.380775779005,60138.349410867704,14063833.271522652,51614268.10648813
2000-05-30,24965.357749233986,33311.71433922092,66907.15876794708,11659100.018727321,42788897.06872927
2000-05-31,24921.000203059357,41379.41547807866,66788.28054419908,14482795.41732753,53151859.18159204
2000-06-01,27479.68962362672,31967.78749848013,73645.56819131962,11188725.624468045,41062623.04179773
2000-06-02,24563.812833812393,29291.848860482063,65831.01839461722,10252147.101168722,37625379.86128921
2000-06-03,24959.103122579756,40581.70023441343,66890.39636851376,14203595.0820447,52127193.951104045
2000-06-04,25768.03123142511,39783.0937491325,69058.32370021929,13924082.812196374,51101383.92076069
2000-06-05,25774.365697374033,42029.9261628295,69075.30006896242,14710474.156990323,53987440.15615448
2000-06-06,21970.37247771649,29389.796501864483,58880.5982402802,10286428.775652569,37751193.60664493
2000-06-07,22074.938218349504,39107.98081230939,59160.834425176676,13687793.284308286,50234201.353411414
2000-06-08,22114.641097417345,31604.477979524214,59267.23814107849,11061567.292833474,40595951.96469884
2000-06-09,27171.60142755407,35268.191972049266,72819.89182584491,12343867.190217242,45301992.588097274
2000-06-10,24881.189908947683,37621.79800338512,66681.5889559798,13167629.30118479,48325199.53534818
2000-06-11,20861.993851929365,43877.49434031887,55910.1435231707,15357123.019111605,56360641.48013959
2000-06-12,20092.270955910193,35667.57346926122,53847.28616183932,12483650.714241425,45814998.12126603
2000-06-13,23467.377232362323,53475.167114901735,62892.57098273103,18716308.490215607,68688852.15909128
2000-06-14,20213.231436282545,39426.18382732243,54171.46024923723,13799164.33956285,50642933.12619566
2000-06-15,19720.340336078156,41056.73420677383,52850.51210068946,14369856.972370839,52737375.08860098
2000-06-16,20763.93733950169,42288.96132126032,55647.35206986453,14801136.462441111,54320170.81715888
2000-06-17,21214.727711357817,46998.67911493432,56855.470266438955,16449537.69022701,60369803.323133126
2000-06-18,24735.690765467964,49843.554614456974,66291.65125145414,17445244.11505994,64024045.902269974
2000-06-19,21023.218994154075,44952.830047362724,56342.22690433292,15733490.516576951,57741910.19583741
2000-06-20,22735.657705377176,39778.42181325634,60931.56265041084,13922447.634639718,51095382.81912776
2000-06-21,21784.367041242862,42037.11584825837,58382.10367053087,14712990.546890428,53996675.30708787
2000-06-22,20350.620106402846,51260.50584673216,54539.66188515963,17941177.046356253,65844119.76012745
2000-06-23,18457.420744579005,41208.488623493075,49465.88759547174,14422971.018222576,52932303.63687685
2000-06-24,18385.74697243098,46205.22458114466,49273.801886115034,16171828.60340063,59350610.974480316
2000-06-25,17969.102559158546,50193.2082784735,48157.194858544906,17567622.897465724,64473176.03369921
2000-06-26,22604.220484380032,46934.730450641044,60579.31089813849,16427155.657724364,60287661.26384842
2000-06-27,20344.63340874925,48260.89732651765,54523.61753544799,16891314.064281177,61991122.615911916
2000-06-28,19144.40152391995,50452.868376968865,51306.99608410547,17658503.931939103,64806709.430216506
2000-06-29,16526.622416215505,44134.56734234276,44291.34807545756,15447098.569819964,56690851.75123927
2000-06-30,16841.465904227647,52858.370889344806,45135.1286233301,18500429.81127068,67896577.4073634
2000-07-01,20707.859545513576,52254.86742296631,55497.063581976385,18289203.598038208,67121377.20480022
2000-07-02,19702.676679083794,61759.42576677114,52803.17349994457,21615799.0183699,79329982.39741753
2000-07-03,23042.57161638202,52801.815140241844,61754.09193190382,18480635.299084645,67823931.54764065
2000-07-04,21348.760560863833,58346.83035811482,57214.67830311508,20421390.625340186,74946503.59499848
2000-07-05,19384.58899661315,65885.76755826104,51950.69851092325,23060018.64539136,84630268.42858629
2000-07-06,18875.13715488239,59960.8125840664,50585.36757508481,20986284.404423237,77019663.76423328
2000-07-07,16037.941393513305,61024.996365824794,42981.68293461566,21358748.728038676,78386607.83190194
2000-07-08,19990.412649235546,53373.53300362418,53574.305899951265,18680736.551268462,68558303.14315526
2000-07-09,17360.4596322969,55978.22428482659,46526.031814555696,19592378.499689307,71904029.09385976
2000-07-10,17251.3272166924,47666.135579451715,46233.55694073563,16683147.4528081,61227151.15180573
2000-07-11,14901.322126740752,51803.96313906114,39935.543299665216,18131387.098671395,66542190.65212402
2000-07-12,18821.24674492188,57490.99622396927,50440.94127639064,20121848.67838924,73847184.64968851
2000-07-13,17974.43529444952,62562.77288897554,48171.48658912471,21896970.511141438,80361881.77588907
2000-07-14,17678.686621548462,56726.43519631153,47378.880145749885,19854252.318709034,72865106.00966215
2000-07-15,16905.096736850966,65870.5957630289,45305.65925476059,23054708.517060116,84610780.25761062
2000-07-16,17527.88911384878,69577.99154142891,46974.742825114736,24352297.039500117,89372930.13496543
2000-07-17,16039.402650456606,63450.08083121013,42985.59910322371,22207528.290923543,81501628.82768941
2000-07-18,17508.51565236483,60422.70624797909,46922.82194833775,21147947.18679268,77612966.17552914
2000-07-19,17611.795355310634,66292.07423702852,47199.611552232505,23202225.98295998,85152169.35746312
2000-07-20,15890.762298251535,70894.23931610168,42587.24295931411,24812983.76063559,91063650.4015326
2000-07-21,15881.48536247537,77319.43659215092,42562.38077143399,27061802.807252817,99316816.30261783
2000-07-22,16164.645315360174,63510.23129664725,43321.24944516527,22228580.953826535,81578892.10054338
2000-07-23,20494.706765796527,57344.481066532695,54925.81413233469,20070568.37328644,73658985.92996123
2000-07-24,18966.661430586893,71320.16880280456,50830.65263397288,24962059.080981594,91610756.82720244
2000-07-25,14215.339683478569,72032.36762712234,38097.110351722564,25211328.66949282,92525576.21703865
2000-07-26,19397.511079093456,62884.67041775363,51985.329691970466,22009634.64621377,80775359.15160453
2000-07-27,15945.276631481416,64474.13625037222,42733.341372370196,22565947.687630273,82817028.0136031
2000-07-28,15439.224768791635,65432.150116830235,41377.12238036159,22901252.540890582,84047596.82506843
2000-07-29,11466.739250254732,63081.830547798905,30730.861190682685,22078640.691729613,81028611.33864768
2000-07-30,15717.571716605315,69762.53276413874,42123.092200502244,24416886.46744856,89609973.33553621
2000-07-31,17084.12738242927,63058.88557359479,45785.46138491044,22070609.950758174,80999138.51928249
2000-08-01,15548.423461102473,78633.0035461216,41669.77487575463,27521551.241142556,101004093.05499318
2000-08-02,15906.47203048182,66128.81702835485,42629.34504169128,23145085.9599242,84942465.4729218
2000-08-03,15809.00961990895,72590.38701104453,42368.14578135599,25406635.453865584,93242352.11568668
2000-08-04,15668.175778584662,68378.77176533388,41990.7110866069,23932570.117866855,87832532.33257136
2000-08-05,14577.89636912211,67347.18870909503,39068.76226924726,23571516.04818326,86507463.89683256
2000-08-06,17494.41538886691,75640.68538431675,46885.03324216332,26474239.88451086,97160460.37615485
2000-08-07,14290.137862445952,62636.17198393446,38297.56947135516,21922660.19437706,80456162.91336381
2000-08-08,13712.950485282727,69639.62396412269,36750.70730055771,24373868.38744294,89452096.98191558
2000-08-09,15850.835434647714,76010.59124113302,42480.238964855875,26603706.934396554,97635604.44923535
2000-08-10,14630.023964741418,75815.21978471035,39208.46422550701,26535326.92464862,97384649.81346044
2000-08-11,16494.93078209629,76646.54863445097,44206.41449601806,26826292.02205784,98452491.72095227
2000-08-12,14880.443891995583,77451.34660561495,39879.589630548166,27107971.31196523,99486254.7149124
2000-08-13,14195.402334531329,73127.88601461574,38043.678256543964,25594760.10511551,93932769.58577392
2000-08-14,8302.108458010502,72654.63327729325,22249.650667468144,25429121.647052635,93324876.44468316
2000-08-15,17659.802154070505,70490.02623429196,47328.269772908956,24671509.182002183,90544438.69794801
2000-08-16,16020.556947503886,67703.7602168002,42935.09261931042,23696316.07588007,86965479.99847986
2000-08-17,10450.990329537215,70971.09652228063,28008.654083159738,24839883.78279822,91162373.48286946
2000-08-18,15434.487098884878,72626.171104881,41364.425425011475,25419159.886708345,93288316.78421962
2000-08-19,10623.04274671351,65935.95321519859,28469.75456119221,23077583.625319507,84694731.90492259
2000-08-20,12372.359278598944,65921.05128727929,33157.922866645175,23072367.95054775,84675590.37851025
2000-08-21,13908.042218704013,73635.04248659128,37273.55314612676,25772264.870306946,94584212.0740265
2000-08-22,13018.509066198232,62090.32981907127,34889.604297411264,21731615.43667494,79755028.65259704
2000-08-23,13397.218236600589,70590.05200644072,35904.54487408958,24706518.202254247,90672921.80227308
2000-08-24,11198.360585987974,66764.75242759872,30011.60637044777,23367663.34965955,85759324.49325055
2000-08-25,11021.786270322269,75344.8931164965,29538.387204463685,26370712.590773776,96780515.20813976
2000-08-26,9438.856304620154,76503.30159738634,25296.134896382016,26776155.559085213,98268490.90184273
2000-08-27,11825.934821029052,62850.48364679481,31693.50532035786,21997669.27637818,80731446.24430792
2000-08-28,10830.60569761294,64610.71386197528,29026.023269602683,22613749.851691347,82992461.95570724
2000-08-29,12258.53524139751,63287.16207249143,32852.87444694533,22150506.725371998,81292359.68211523
2000-08-30,9578.520818600877,65557.75542742683,25670.435793850353,22945214.39959939,84208936.84652975
2000-08-31,9772.032695410411,65620.68078543703,26189.047623699902,22967238.27490296,84289764.46889386
2000-09-01,11019.947554797065,70407.10031981258,29533.459446856137,24642485.1119344,90437920.36079925
2000-09-02,11778.992846262425,62209.00290245758,31567.7008279833,21773151.01586015,79907464.22820675
2000-09-03,9587.16070032737,71023.7454431039,25693.590676877353,24858310.90508636,91230001.02166694
2000-09-04,15246.733823284905,68530.27901555409,40861.246646403546,23985597.65544393,88027143.39547922
2000-09-05,10654.884439013049,64771.04719036105,28555.090296554972,22669866.516626365,83198410.11601876
2000-09-06,11401.734119188808,61005.221551465096,30556.647439426008,21351827.543012783,78361207.08285691
2000-09-07,12581.077682103303,64222.093416139876,33717.28818803685,22477732.695648957,82493278.99303167
2000-09-08,10063.934906036211,68783.5722109313,26971.345548177047,24074250.273825955,88352498.50494125
2000-09-09,9125.987708106846,61459.71231684707,24457.64705772635,21510899.310896475,78945000.47099006
2000-09-10,13489.630610002052,64934.111720134344,36152.2100348055,22726939.10204702,83407866.50451256
2000-09-11,9469.245186289088,53959.7435967715,25377.57709925476,18885910.258870024,69311290.650053
2000-09-12,8195.04688274846,51755.79996906161,21962.725645765873,18114529.989171565,66480325.06025964
2000-09-13,9316.03796217497,63144.38690683586,24966.98173862892,22100535.417392552,81108964.98183066
2000-09-14,14744.183390653732,59166.67886311649,39514.411486952005,20708337.60209077,75999598.99967311
2000-09-15,10157.507435055633,54389.56481708235,27222.1199259491,19036347.68597882,69863396.00754227
2000-09-16,6940.420118067865,49446.310636648115,18600.32591642188,17306208.722826842,63513786.01277451
2000-09-17,9282.714937545239,56698.56687350966,24877.676032621242,19844498.40572838,72829309.14902316
2000-09-18,14003.5273197521,57760.93984492203,37529.45321693563,20216328.94572271,74193927.23080234
2000-09-19,10711.81521738055,54427.96198092708,28707.664782579875,19049786.693324476,69912717.16450083
2000-09-20,8892.344693827876,60215.54502414337,23831.483779458707,21075440.75845018,77346867.58351216
2000-09-21,11632.337958941736,58822.42491247167,31174.665729963854,20587848.719365086,75557404.80006987
2000-09-22,10601.461498984323,46185.50807293017,28411.916817277986,16164927.82552556,59325285.1196788
2000-09-23,8297.566715487337,52046.73097263748,22237.478797506064,18216355.84042312,66854025.934352845
2000-09-24,11086.90896500941,57310.165898623316,29712.916026225223,20058558.06451816,73614908.09678166
2000-09-25,7877.631907652562,48941.89623479259,21112.053512508868,17129663.682177406,62865865.71359108
2000-09-26,10597.240760591088,51681.83195427004,28400.60523838412,18088641.183994513,66385313.145259865
2000-09-27,10613.32063053806,45256.35193447061,28443.699289842003,15839723.177064711,58131784.05982749
2000-09-28,11187.3129586873,54178.15863805957,29981.998729281968,18962355.52332085,69591844.77058752
2000-09-29,9003.202232603242,50533.15433878376,24128.58198337669,17686604.018574312,64909836.74816772
2000-09-30,11162.816936728605,42247.535342038784,29916.34939043266,14786637.369713573,54266959.14684881
2000-10-01,8963.585256183931,49765.75115231244,24022.40848657294,17418012.903309353,63924107.35514532
2000-10-02,9594.68089831911,39028.397291121284,25713.744807495215,13659939.051892448,50131976.320445284
2000-10-03,8797.798917782951,45188.23003448479,23578.10109965831,15815880.512069674,58044281.4792957
2000-10-04,9742.115622096091,50693.57743180764,26108.869867217527,17742752.101132672,65115900.211156905
2000-10-05,12289.037271718718,47012.746416185895,32934.619888206165,16454461.245665062,60387872.77159078
2000-10-06,9007.585578633969,42424.26097167094,24140.329350739037,14848491.340084828,54493963.21811132
2000-10-07,8103.741964512962,37340.05964418433,21718.028464894738,13069020.875464514,47963306.612954766
2000-10-08,6753.619635178899,44985.61807827225,18099.70062227945,15744966.327395288,57784026.42154071
2000-10-09,8041.961500638817,35266.99687049362,21552.45682171203,12343448.904672766,45300457.48014905
2000-10-10,9178.33754958493,41794.94420345285,24597.944632887615,14628230.471208496,53685605.82933518
2000-10-11,12575.919294288746,41163.7598708588,33703.46370869384,14407315.954800578,52874849.55411812
2000-10-12,10254.876820135063,37635.06436949328,27483.06987796197,13172272.529322648,48342240.18261412
2000-10-13,11595.362528588697,38310.64797096092,31075.57157661771,13408726.789836323,49210027.31869931
2000-10-14,5124.612302224522,34025.712926083856,13733.96096996172,11908999.524129348,43706028.25355471
2000-10-15,10739.798942011685,33745.960645252606,28782.661164591318,11811086.225838412,43346686.44882697
2000-10-16,9310.781100075834,41344.6474962504,24952.893348203237,14470626.623687638,53107199.70893363
2000-10-17,7340.271569969957,31784.93621626622,19671.92780751949,11124727.675693177,40827750.569793954
2000-10-18,8162.000097001205,34343.59336359206,21874.16025996323,12020257.67725722,44114345.675533995
2000-10-19,9058.244104795443,35266.84059471196,24276.09420085179,12343394.208149185,45300256.74390751
2000-10-20,13243.991893360633,29725.321946219778,35493.8982742065,10403862.681176921,38182176.0399193
2000-10-21,8337.619710988465,39076.03887573453,22344.82082544909,13676613.606507085,50193171.935881004
